ternary_level,r,M,y,A,t_min,parity_word,ternary_path,status,reverse_odd_steps,reverse_exponent_sum,reverse_exponents,smaller_family_constant,smaller_family_slope,minimum_represented_n
2,5193247,9437184,71065370,129140163,0,11111010101111011101,11,REVERSE_MERGE,17,23,"[1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,2,1]",4616219,8388608,5193247
2,8338975,9437184,114112091,129140163,0,11111010101111011101,12,OPEN,,,,,,8338975
1,3096095,3145728,42367556,43046721,0,11111010101111011101,2,REVERSE_MERGE,16,21,"[1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1]",2064063,2097152,3096095
0,179743,1048576,273296,1594323,0,11111010101111000101,,TERNARY_SPLIT,,,,,,179743
1,179743,3145728,273296,4782969,0,11111010101111000101,0,TERNARY_SPLIT,,,,,,179743
2,179743,9437184,273296,14348907,0,11111010101111000101,00,REVERSE_MERGE,15,23,"[1,2,4,1,1,1,2,2,2,1,1,1,1,2,1]",159771,8388608,179743
2,3325471,9437184,5056265,14348907,0,11111010101111000101,01,OPEN,,,,,,3325471
2,6471199,9437184,9839234,14348907,0,11111010101111000101,02,OPEN,,,,,,6471199
1,1228319,3145728,1867619,4782969,0,11111010101111000101,1,REVERSE_MERGE,14,21,"[1,2,4,1,1,1,2,2,2,1,1,1,1,1]",818879,2097152,1228319
1,2276895,3145728,3461942,4782969,0,11111010101111000101,2,TERNARY_SPLIT,,,,,,2276895
2,2276895,9437184,3461942,14348907,0,11111010101111000101,20,OPEN,,,,,,2276895
2,5422623,9437184,8244911,14348907,0,11111010101111000101,21,OPEN,,,,,,5422623
2,8568351,9437184,13027880,14348907,0,11111010101111000101,22,OPEN,,,,,,8568351
0,441887,1048576,2015630,4782969,0,11111010101111000111,,TERNARY_SPLIT,,,,,,441887
1,441887,3145728,2015630,14348907,0,11111010101111000111,0,REVERSE_MERGE,15,21,"[1,1,1,4,1,1,1,2,2,2,1,1,1,1,1]",294591,2097152,441887
1,1490463,3145728,6798599,14348907,0,11111010101111000111,1,TERNARY_SPLIT,,,,,,1490463
2,1490463,9437184,6798599,43046721,0,11111010101111000111,10,OPEN,,,,,,1490463
2,4636191,9437184,21147506,43046721,0,11111010101111000111,11,OPEN,,,,,,4636191
2,7781919,9437184,35496413,43046721,0,11111010101111000111,12,OPEN,,,,,,7781919
1,2539039,3145728,11581568,14348907,0,11111010101111000111,2,TERNARY_SPLIT,,,,,,2539039
2,2539039,9437184,11581568,43046721,0,11111010101111000111,20,REVERSE_MERGE,16,23,"[1,1,1,4,1,1,1,2,2,2,1,1,1,1,2,1]",2256923,8388608,2539039
2,5684767,9437184,25930475,43046721,0,11111010101111000111,21,OPEN,,,,,,5684767
2,8830495,9437184,40279382,43046721,0,11111010101111000111,22,OPEN,,,,,,8830495
0,966175,1048576,1469038,1594323,0,11111010101111000110,,TERNARY_SPLIT,,,,,,966175
1,966175,3145728,1469038,4782969,0,11111010101111000110,0,TERNARY_SPLIT,,,,,,966175
2,966175,9437184,1469038,14348907,0,11111010101111000110,00,OPEN,,,,,,966175
2,4111903,9437184,6252007,14348907,0,11111010101111000110,01,OPEN,,,,,,4111903
2,7257631,9437184,11034976,14348907,0,11111010101111000110,02,REVERSE_MERGE,15,23,"[2,1,4,1,1,1,2,2,2,1,1,1,1,2,1]",6451227,8388608,7257631
1,2014751,3145728,3063361,4782969,0,11111010101111000110,1,REVERSE_MERGE,14,21,"[2,1,4,1,1,1,2,2,2,1,1,1,1,1]",1343167,2097152,2014751
1,3063327,3145728,4657684,4782969,0,11111010101111000110,2,TERNARY_SPLIT,,,,,,3063327
2,3063327,9437184,4657684,14348907,0,11111010101111000110,20,OPEN,,,,,,3063327
2,6209055,9437184,9440653,14348907,0,11111010101111000110,21,OPEN,,,,,,6209055
2,9354783,9437184,14223622,14348907,0,11111010101111000110,22,OPEN,,,,,,9354783
0,114207,1048576,520951,4782969,0,11111010101111001110,,TERNARY_SPLIT,,,,,,114207
1,114207,3145728,520951,14348907,0,11111010101111001110,0,TERNARY_SPLIT,,,,,,114207
2,114207,9437184,520951,43046721,0,11111010101111001110,00,OPEN,,,,,,114207
2,3259935,9437184,14869858,43046721,0,11111010101111001110,01,OPEN,,,,,,3259935
2,6405663,9437184,29218765,43046721,0,11111010101111001110,02,OPEN,,,,,,6405663
1,1162783,3145728,5303920,14348907,0,11111010101111001110,1,TERNARY_SPLIT,,,,,,1162783
2,1162783,9437184,5303920,43046721,0,11111010101111001110,10,OPEN,,,,,,1162783
2,4308511,9437184,19652827,43046721,0,11111010101111001110,11,REVERSE_MERGE,16,23,"[2,1,1,3,1,1,1,2,2,2,1,1,1,1,2,1]",3829787,8388608,4308511
2,7454239,9437184,34001734,43046721,0,11111010101111001110,12,OPEN,,,,,,7454239
1,2211359,3145728,10086889,14348907,0,11111010101111001110,2,REVERSE_MERGE,15,21,"[2,1,1,3,1,1,1,2,2,2,1,1,1,1,1]",1474239,2097152,2211359
0,638495,1048576,8737307,14348907,0,11111010101111001111,,TERNARY_SPLIT,,,,,,638495
1,638495,3145728,8737307,43046721,0,11111010101111001111,0,REVERSE_MERGE,16,21,"[1,1,1,1,3,1,1,1,2,2,2,1,1,1,1,1]",425663,2097152,638495
1,1687071,3145728,23086214,43046721,0,11111010101111001111,1,TERNARY_SPLIT,,,,,,1687071
2,1687071,9437184,23086214,129140163,0,11111010101111001111,10,OPEN,,,,,,1687071
2,4832799,9437184,66132935,129140163,0,11111010101111001111,11,OPEN,,,,,,4832799
2,7978527,9437184,109179656,129140163,0,11111010101111001111,12,OPEN,,,,,,7978527
1,2735647,3145728,37435121,43046721,0,11111010101111001111,2,TERNARY_SPLIT,,,,,,2735647
2,2735647,9437184,37435121,129140163,0,11111010101111001111,20,OPEN,,,,,,2735647
2,5881375,9437184,80481842,129140163,0,11111010101111001111,21,OPEN,,,,,,5881375
2,9027103,9437184,123528563,129140163,0,11111010101111001111,22,REVERSE_MERGE,17,23,"[1,1,1,1,3,1,1,1,2,2,2,1,1,1,1,2,1]",8024091,8388608,9027103
0,376351,1048576,572231,1594323,0,11111010101111001100,,REVERSE_MERGE,3,4,"[1,2,1]",339099,944784,376351
0,900639,1048576,4108178,4782969,0,11111010101111001101,,TERNARY_SPLIT,,,,,,900639
1,900639,3145728,4108178,14348907,0,11111010101111001101,0,TERNARY_SPLIT,,,,,,900639
2,900639,9437184,4108178,43046721,0,11111010101111001101,00,OPEN,,,,,,900639
2,4046367,9437184,18457085,43046721,0,11111010101111001101,01,OPEN,,,,,,4046367
2,7192095,9437184,32805992,43046721,0,11111010101111001101,02,OPEN,,,,,,7192095
1,1949215,3145728,8891147,14348907,0,11111010101111001101,1,TERNARY_SPLIT,,,,,,1949215
2,1949215,9437184,8891147,43046721,0,11111010101111001101,10,REVERSE_MERGE,16,23,"[1,2,1,3,1,1,1,2,2,2,1,1,1,1,2,1]",1732635,8388608,1949215
2,5094943,9437184,23240054,43046721,0,11111010101111001101,11,OPEN,,,,,,5094943
2,8240671,9437184,37588961,43046721,0,11111010101111001101,12,OPEN,,,,,,8240671
1,2997791,3145728,13674116,14348907,0,11111010101111001101,2,REVERSE_MERGE,15,21,"[1,2,1,3,1,1,1,2,2,2,1,1,1,1,1]",1998527,2097152,2997791
0,245279,1048576,372941,1594323,0,11111010101111001001,,REVERSE_MERGE,2,2,"[1,1]",165751,708588,245279
0,507423,1048576,2314565,4782969,0,11111010101111001011,,TERNARY_SPLIT,,,,,,507423
1,507423,3145728,2314565,14348907,0,11111010101111001011,0,TERNARY_SPLIT,,,,,,507423
2,507423,9437184,2314565,43046721,0,11111010101111001011,00,OPEN,,,,,,507423
2,3653151,9437184,16663472,43046721,0,11111010101111001011,01,OPEN,,,,,,3653151
2,6798879,9437184,31012379,43046721,0,11111010101111001011,02,OPEN,,,,,,6798879
1,1555999,3145728,7097534,14348907,0,11111010101111001011,1,TERNARY_SPLIT,,,,,,1555999
2,1555999,9437184,7097534,43046721,0,11111010101111001011,10,OPEN,,,,,,1555999
2,4701727,9437184,21446441,43046721,0,11111010101111001011,11,OPEN,,,,,,4701727
2,7847455,9437184,35795348,43046721,0,11111010101111001011,12,REVERSE_MERGE,16,23,"[1,1,2,3,1,1,1,2,2,2,1,1,1,1,2,1]",6975515,8388608,7847455
1,2604575,3145728,11880503,14348907,0,11111010101111001011,2,REVERSE_MERGE,15,21,"[1,1,2,3,1,1,1,2,2,2,1,1,1,1,1]",1736383,2097152,2604575
0,1031711,1048576,1568683,1594323,0,11111010101111001010,,TERNARY_SPLIT,,,,,,1031711
1,1031711,3145728,1568683,4782969,0,11111010101111001010,0,REVERSE_MERGE,14,21,"[2,2,3,1,1,1,2,2,2,1,1,1,1,1]",687807,2097152,1031711
1,2080287,3145728,3163006,4782969,0,11111010101111001010,1,TERNARY_SPLIT,,,,,,2080287
2,2080287,9437184,3163006,14348907,0,11111010101111001010,10,OPEN,,,,,,2080287
2,5226015,9437184,7945975,14348907,0,11111010101111001010,11,OPEN,,,,,,5226015
2,8371743,9437184,12728944,14348907,0,11111010101111001010,12,OPEN,,,,,,8371743
1,3128863,3145728,4757329,4782969,0,11111010101111001010,2,TERNARY_SPLIT,,,,,,3128863
2,3128863,9437184,4757329,14348907,0,11111010101111001010,20,REVERSE_MERGE,15,23,"[2,2,3,1,1,1,2,2,2,1,1,1,1,2,1]",2781211,8388608,3128863
2,6274591,9437184,9540298,14348907,0,11111010101111001010,21,OPEN,,,,,,6274591
2,9420319,9437184,14323267,14348907,0,11111010101111001010,22,OPEN,,,,,,9420319
0,32287,1048576,49094,1594323,0,11111010101111100001,,REVERSE_MERGE,2,2,"[1,1]",21819,708588,32287
0,294431,1048576,1343024,4782969,0,11111010101111100011,,TERNARY_SPLIT,,,,,,294431
1,294431,3145728,1343024,14348907,0,11111010101111100011,0,REVERSE_MERGE,15,21,"[1,1,4,1,1,1,1,2,2,2,1,1,1,1,1]",196287,2097152,294431
1,1343007,3145728,6125993,14348907,0,11111010101111100011,1,TERNARY_SPLIT,,,,,,1343007
2,1343007,9437184,6125993,43046721,0,11111010101111100011,10,OPEN,,,,,,1343007
2,4488735,9437184,20474900,43046721,0,11111010101111100011,11,OPEN,,,,,,4488735
2,7634463,9437184,34823807,43046721,0,11111010101111100011,12,OPEN,,,,,,7634463
1,2391583,3145728,10908962,14348907,0,11111010101111100011,2,TERNARY_SPLIT,,,,,,2391583
2,2391583,9437184,10908962,43046721,0,11111010101111100011,20,REVERSE_MERGE,16,23,"[1,1,4,1,1,1,1,2,2,2,1,1,1,1,2,1]",2125851,8388608,2391583
2,5537311,9437184,25257869,43046721,0,11111010101111100011,21,OPEN,,,,,,5537311
2,8683039,9437184,39606776,43046721,0,11111010101111100011,22,OPEN,,,,,,8683039
0,818719,1048576,1244836,1594323,0,11111010101111100010,,TERNARY_SPLIT,,,,,,818719
1,818719,3145728,1244836,4782969,0,11111010101111100010,0,TERNARY_SPLIT,,,,,,818719
2,818719,9437184,1244836,14348907,0,11111010101111100010,00,OPEN,,,,,,818719
2,3964447,9437184,6027805,14348907,0,11111010101111100010,01,OPEN,,,,,,3964447
2,7110175,9437184,10810774,14348907,0,11111010101111100010,02,REVERSE_MERGE,15,23,"[2,4,1,1,1,1,2,2,2,1,1,1,1,2,1]",6320155,8388608,7110175
1,1867295,3145728,2839159,4782969,0,11111010101111100010,1,REVERSE_MERGE,14,21,"[2,4,1,1,1,1,2,2,2,1,1,1,1,1]",1244863,2097152,1867295
1,2915871,3145728,4433482,4782969,0,11111010101111100010,2,TERNARY_SPLIT,,,,,,2915871
2,2915871,9437184,4433482,14348907,0,11111010101111100010,20,OPEN,,,,,,2915871
2,6061599,9437184,9216451,14348907,0,11111010101111100010,21,OPEN,,,,,,6061599
2,9207327,9437184,13999420,14348907,0,11111010101111100010,22,OPEN,,,,,,9207327
0,163359,1048576,248384,1594323,0,11111010101111100100,,TERNARY_SPLIT,,,,,,163359
1,163359,3145728,248384,4782969,0,11111010101111100100,0,TERNARY_SPLIT,,,,,,163359
2,163359,9437184,248384,14348907,0,11111010101111100100,00,OPEN,,,,,,163359
2,3309087,9437184,5031353,14348907,0,11111010101111100100,01,OPEN,,,,,,3309087
2,6454815,9437184,9814322,14348907,0,11111010101111100100,02,OPEN,,,,,,6454815
1,1211935,3145728,1842707,4782969,0,11111010101111100100,1,TERNARY_SPLIT,,,,,,1211935
2,1211935,9437184,1842707,14348907,0,11111010101111100100,10,REVERSE_MERGE,15,23,"[3,3,1,1,1,1,2,2,2,1,1,1,1,2,1]",1077275,8388608,1211935
2,4357663,9437184,6625676,14348907,0,11111010101111100100,11,OPEN,,,,,,4357663
2,7503391,9437184,11408645,14348907,0,11111010101111100100,12,OPEN,,,,,,7503391
1,2260511,3145728,3437030,4782969,0,11111010101111100100,2,REVERSE_MERGE,14,21,"[3,3,1,1,1,1,2,2,2,1,1,1,1,1]",1507007,2097152,2260511
0,687647,1048576,3136637,4782969,0,11111010101111100101,,TERNARY_SPLIT,,,,,,687647
1,687647,3145728,3136637,14348907,0,11111010101111100101,0,REVERSE_MERGE,15,21,"[1,2,3,1,1,1,1,2,2,2,1,1,1,1,1]",458431,2097152,687647
1,1736223,3145728,7919606,14348907,0,11111010101111100101,1,TERNARY_SPLIT,,,,,,1736223
2,1736223,9437184,7919606,43046721,0,11111010101111100101,10,OPEN,,,,,,1736223
2,4881951,9437184,22268513,43046721,0,11111010101111100101,11,OPEN,,,,,,4881951
2,8027679,9437184,36617420,43046721,0,11111010101111100101,12,OPEN,,,,,,8027679
1,2784799,3145728,12702575,14348907,0,11111010101111100101,2,TERNARY_SPLIT,,,,,,2784799
2,2784799,9437184,12702575,43046721,0,11111010101111100101,20,OPEN,,,,,,2784799
2,5930527,9437184,27051482,43046721,0,11111010101111100101,21,REVERSE_MERGE,16,23,"[1,2,3,1,1,1,1,2,2,2,1,1,1,1,2,1]",5271579,8388608,5930527
2,9076255,9437184,41400389,43046721,0,11111010101111100101,22,OPEN,,,,,,9076255
0,425503,1048576,5822684,14348907,0,11111010101111100111,,TERNARY_SPLIT,,,,,,425503
1,425503,3145728,5822684,43046721,0,11111010101111100111,0,TERNARY_SPLIT,,,,,,425503
2,425503,9437184,5822684,129140163,0,11111010101111100111,00,OPEN,,,,,,425503
2,3571231,9437184,48869405,129140163,0,11111010101111100111,01,REVERSE_MERGE,17,23,"[1,1,1,3,1,1,1,1,2,2,2,1,1,1,1,2,1]",3174427,8388608,3571231
2,6716959,9437184,91916126,129140163,0,11111010101111100111,02,OPEN,,,,,,6716959
1,1474079,3145728,20171591,43046721,0,11111010101111100111,1,REVERSE_MERGE,16,21,"[1,1,1,3,1,1,1,1,2,2,2,1,1,1,1,1]",982719,2097152,1474079
1,2522655,3145728,34520498,43046721,0,11111010101111100111,2,TERNARY_SPLIT,,,,,,2522655
2,2522655,9437184,34520498,129140163,0,11111010101111100111,20,OPEN,,,,,,2522655
2,5668383,9437184,77567219,129140163,0,11111010101111100111,21,OPEN,,,,,,5668383
2,8814111,9437184,120613940,129140163,0,11111010101111100111,22,OPEN,,,,,,8814111
0,949791,1048576,4332379,4782969,0,11111010101111100110,,TERNARY_SPLIT,,,,,,949791
1,949791,3145728,4332379,14348907,0,11111010101111100110,0,TERNARY_SPLIT,,,,,,949791
2,949791,9437184,4332379,43046721,0,11111010101111100110,00,OPEN,,,,,,949791
2,4095519,9437184,18681286,43046721,0,11111010101111100110,01,OPEN,,,,,,4095519
2,7241247,9437184,33030193,43046721,0,11111010101111100110,02,OPEN,,,,,,7241247
1,1998367,3145728,9115348,14348907,0,11111010101111100110,1,TERNARY_SPLIT,,,,,,1998367
2,1998367,9437184,9115348,43046721,0,11111010101111100110,10,OPEN,,,,,,1998367
2,5144095,9437184,23464255,43046721,0,11111010101111100110,11,OPEN,,,,,,5144095
2,8289823,9437184,37813162,43046721,0,11111010101111100110,12,REVERSE_MERGE,16,23,"[2,1,3,1,1,1,1,2,2,2,1,1,1,1,2,1]",7368731,8388608,8289823
1,3046943,3145728,13898317,14348907,0,11111010101111100110,2,REVERSE_MERGE,15,21,"[2,1,3,1,1,1,1,2,2,2,1,1,1,1,1]",2031295,2097152,3046943
0,97823,1048576,1338650,14348907,0,11111010101111101011,,TERNARY_SPLIT,,,,,,97823
1,97823,3145728,1338650,43046721,0,11111010101111101011,0,REVERSE_MERGE,16,21,"[1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1]",65215,2097152,97823
1,1146399,3145728,15687557,43046721,0,11111010101111101011,1,TERNARY_SPLIT,,,,,,1146399
2,1146399,9437184,15687557,129140163,0,11111010101111101011,10,OPEN,,,,,,1146399
2,4292127,9437184,58734278,129140163,0,11111010101111101011,11,OPEN,,,,,,4292127
2,7437855,9437184,101780999,129140163,0,11111010101111101011,12,OPEN,,,,,,7437855
1,2194975,3145728,30036464,43046721,0,11111010101111101011,2,TERNARY_SPLIT,,,,,,2194975
2,2194975,9437184,30036464,129140163,0,11111010101111101011,20,OPEN,,,,,,2194975
2,5340703,9437184,73083185,129140163,0,11111010101111101011,21,REVERSE_MERGE,17,23,"[1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1]",4747291,8388608,5340703
2,8486431,9437184,116129906,129140163,0,11111010101111101011,22,OPEN,,,,,,8486431
0,622111,1048576,2837701,4782969,0,11111010101111101010,,TERNARY_SPLIT,,,,,,622111
1,622111,3145728,2837701,14348907,0,11111010101111101010,0,TERNARY_SPLIT,,,,,,622111
2,622111,9437184,2837701,43046721,0,11111010101111101010,00,REVERSE_MERGE,16,23,"[2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1]",552987,8388608,622111
2,3767839,9437184,17186608,43046721,0,11111010101111101010,01,OPEN,,,,,,3767839
2,6913567,9437184,31535515,43046721,0,11111010101111101010,02,OPEN,,,,,,6913567
1,1670687,3145728,7620670,14348907,0,11111010101111101010,1,REVERSE_MERGE,15,21,"[2,2,2,1,1,1,1,2,2,2,1,1,1,1,1]",1113791,2097152,1670687
1,2719263,3145728,12403639,14348907,0,11111010101111101010,2,TERNARY_SPLIT,,,,,,2719263
2,2719263,9437184,12403639,43046721,0,11111010101111101010,20,OPEN,,,,,,2719263
2,5864991,9437184,26752546,43046721,0,11111010101111101010,21,OPEN,,,,,,5864991
2,9010719,9437184,41101453,43046721,0,11111010101111101010,22,OPEN,,,,,,9010719
0,359967,1048576,1641959,4782969,0,11111010101111101001,,TERNARY_SPLIT,,,,,,359967
1,359967,3145728,1641959,14348907,0,11111010101111101001,0,TERNARY_SPLIT,,,,,,359967
2,359967,9437184,1641959,43046721,0,11111010101111101001,00,OPEN,,,,,,359967
2,3505695,9437184,15990866,43046721,0,11111010101111101001,01,OPEN,,,,,,3505695
2,6651423,9437184,30339773,43046721,0,11111010101111101001,02,OPEN,,,,,,6651423
1,1408543,3145728,6424928,14348907,0,11111010101111101001,1,TERNARY_SPLIT,,,,,,1408543
2,1408543,9437184,6424928,43046721,0,11111010101111101001,10,OPEN,,,,,,1408543
2,4554271,9437184,20773835,43046721,0,11111010101111101001,11,OPEN,,,,,,4554271
2,7699999,9437184,35122742,43046721,0,11111010101111101001,12,REVERSE_MERGE,16,23,"[1,3,2,1,1,1,1,2,2,2,1,1,1,1,2,1]",6844443,8388608,7699999
1,2457119,3145728,11207897,14348907,0,11111010101111101001,2,REVERSE_MERGE,15,21,"[1,3,2,1,1,1,1,2,2,2,1,1,1,1,1]",1638079,2097152,2457119
0,884255,1048576,1344481,1594323,0,11111010101111101000,,TERNARY_SPLIT,,,,,,884255
1,884255,3145728,1344481,4782969,0,11111010101111101000,0,REVERSE_MERGE,14,21,"[4,2,1,1,1,1,2,2,2,1,1,1,1,1]",589503,2097152,884255
1,1932831,3145728,2938804,4782969,0,11111010101111101000,1,TERNARY_SPLIT,,,,,,1932831
2,1932831,9437184,2938804,14348907,0,11111010101111101000,10,OPEN,,,,,,1932831
2,5078559,9437184,7721773,14348907,0,11111010101111101000,11,OPEN,,,,,,5078559
2,8224287,9437184,12504742,14348907,0,11111010101111101000,12,OPEN,,,,,,8224287
1,2981407,3145728,4533127,4782969,0,11111010101111101000,2,TERNARY_SPLIT,,,,,,2981407
2,2981407,9437184,4533127,14348907,0,11111010101111101000,20,REVERSE_MERGE,15,23,"[4,2,1,1,1,1,2,2,2,1,1,1,1,2,1]",2650139,8388608,2981407
2,6127135,9437184,9316096,14348907,0,11111010101111101000,21,OPEN,,,,,,6127135
2,9272863,9437184,14099065,14348907,0,11111010101111101000,22,OPEN,,,,,,9272863
0,228895,1048576,3132263,14348907,0,11111010101111101101,,TERNARY_SPLIT,,,,,,228895
1,228895,3145728,3132263,43046721,0,11111010101111101101,0,TERNARY_SPLIT,,,,,,228895
2,228895,9437184,3132263,129140163,0,11111010101111101101,00,OPEN,,,,,,228895
2,3374623,9437184,46178984,129140163,0,11111010101111101101,01,OPEN,,,,,,3374623
2,6520351,9437184,89225705,129140163,0,11111010101111101101,02,REVERSE_MERGE,17,23,"[1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1]",5795867,8388608,6520351
1,1277471,3145728,17481170,43046721,0,11111010101111101101,1,REVERSE_MERGE,16,21,"[1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1]",851647,2097152,1277471
1,2326047,3145728,31830077,43046721,0,11111010101111101101,2,TERNARY_SPLIT,,,,,,2326047
2,2326047,9437184,31830077,129140163,0,11111010101111101101,20,OPEN,,,,,,2326047
2,5471775,9437184,74876798,129140163,0,11111010101111101101,21,OPEN,,,,,,5471775
2,8617503,9437184,117923519,129140163,0,11111010101111101101,22,OPEN,,,,,,8617503
0,753183,1048576,3435572,4782969,0,11111010101111101100,,TERNARY_SPLIT,,,,,,753183
1,753183,3145728,3435572,14348907,0,11111010101111101100,0,TERNARY_SPLIT,,,,,,753183
2,753183,9437184,3435572,43046721,0,11111010101111101100,00,OPEN,,,,,,753183
2,3898911,9437184,17784479,43046721,0,11111010101111101100,01,OPEN,,,,,,3898911
2,7044639,9437184,32133386,43046721,0,11111010101111101100,02,OPEN,,,,,,7044639
1,1801759,3145728,8218541,14348907,0,11111010101111101100,1,TERNARY_SPLIT,,,,,,1801759
2,1801759,9437184,8218541,43046721,0,11111010101111101100,10,REVERSE_MERGE,16,23,"[3,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1]",1601563,8388608,1801759
2,4947487,9437184,22567448,43046721,0,11111010101111101100,11,OPEN,,,,,,4947487
2,8093215,9437184,36916355,43046721,0,11111010101111101100,12,OPEN,,,,,,8093215
1,2850335,3145728,13001510,14348907,0,11111010101111101100,2,REVERSE_MERGE,15,21,"[3,1,2,1,1,1,1,2,2,2,1,1,1,1,1]",1900223,2097152,2850335
0,491039,1048576,20158469,43046721,0,11111010101111101111,,TERNARY_SPLIT,,,,,,491039
1,491039,3145728,20158469,129140163,0,11111010101111101111,0,REVERSE_MERGE,17,21,"[1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1]",327359,2097152,491039
1,1539615,3145728,63205190,129140163,0,11111010101111101111,1,TERNARY_SPLIT,,,,,,1539615
2,1539615,9437184,63205190,387420489,0,11111010101111101111,10,OPEN,,,,,,1539615
2,4685343,9437184,192345353,387420489,0,11111010101111101111,11,OPEN,,,,,,4685343
2,7831071,9437184,321485516,387420489,0,11111010101111101111,12,OPEN,,,,,,7831071
1,2588191,3145728,106251911,129140163,0,11111010101111101111,2,TERNARY_SPLIT,,,,,,2588191
2,2588191,9437184,106251911,387420489,0,11111010101111101111,20,OPEN,,,,,,2588191
2,5733919,9437184,235392074,387420489,0,11111010101111101111,21,OPEN,,,,,,5733919
2,8879647,9437184,364532237,387420489,0,11111010101111101111,22,REVERSE_MERGE,18,23,"[1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1]",7893019,8388608,8879647
0,1015327,1048576,13893943,14348907,0,11111010101111101110,,TERNARY_SPLIT,,,,,,1015327
1,1015327,3145728,13893943,43046721,0,11111010101111101110,0,TERNARY_SPLIT,,,,,,1015327
2,1015327,9437184,13893943,129140163,0,11111010101111101110,00,OPEN,,,,,,1015327
2,4161055,9437184,56940664,129140163,0,11111010101111101110,01,REVERSE_MERGE,17,23,"[2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1]",3698715,8388608,4161055
2,7306783,9437184,99987385,129140163,0,11111010101111101110,02,OPEN,,,,,,7306783
1,2063903,3145728,28242850,43046721,0,11111010101111101110,1,REVERSE_MERGE,16,21,"[2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1]",1375935,2097152,2063903
1,3112479,3145728,42591757,43046721,0,11111010101111101110,2,TERNARY_SPLIT,,,,,,3112479
2,3112479,9437184,42591757,129140163,0,11111010101111101110,20,OPEN,,,,,,3112479
2,6258207,9437184,85638478,129140163,0,11111010101111101110,21,OPEN,,,,,,6258207
2,9403935,9437184,128685199,129140163,0,11111010101111101110,22,OPEN,,,,,,9403935
0,65055,1048576,890246,14348907,0,11111010101111110101,,TERNARY_SPLIT,,,,,,65055
1,65055,3145728,890246,43046721,0,11111010101111110101,0,TERNARY_SPLIT,,,,,,65055
2,65055,9437184,890246,129140163,0,11111010101111110101,00,OPEN,,,,,,65055
2,3210783,9437184,43936967,129140163,0,11111010101111110101,01,OPEN,,,,,,3210783
2,6356511,9437184,86983688,129140163,0,11111010101111110101,02,OPEN,,,,,,6356511
1,1113631,3145728,15239153,43046721,0,11111010101111110101,1,TERNARY_SPLIT,,,,,,1113631
2,1113631,9437184,15239153,129140163,0,11111010101111110101,10,OPEN,,,,,,1113631
2,4259359,9437184,58285874,129140163,0,11111010101111110101,11,OPEN,,,,,,4259359
2,7405087,9437184,101332595,129140163,0,11111010101111110101,12,REVERSE_MERGE,17,23,"[1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1]",6582299,8388608,7405087
1,2162207,3145728,29588060,43046721,0,11111010101111110101,2,REVERSE_MERGE,16,21,"[1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1]",1441471,2097152,2162207
0,589343,1048576,2688233,4782969,0,11111010101111110100,,TERNARY_SPLIT,,,,,,589343
1,589343,3145728,2688233,14348907,0,11111010101111110100,0,REVERSE_MERGE,15,21,"[3,2,1,1,1,1,1,2,2,2,1,1,1,1,1]",392895,2097152,589343
1,1637919,3145728,7471202,14348907,0,11111010101111110100,1,TERNARY_SPLIT,,,,,,1637919
2,1637919,9437184,7471202,43046721,0,11111010101111110100,10,OPEN,,,,,,1637919
2,4783647,9437184,21820109,43046721,0,11111010101111110100,11,OPEN,,,,,,4783647
2,7929375,9437184,36169016,43046721,0,11111010101111110100,12,OPEN,,,,,,7929375
1,2686495,3145728,12254171,14348907,0,11111010101111110100,2,TERNARY_SPLIT,,,,,,2686495
2,2686495,9437184,12254171,43046721,0,11111010101111110100,20,REVERSE_MERGE,16,23,"[3,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1]",2387995,8388608,2686495
2,5832223,9437184,26603078,43046721,0,11111010101111110100,21,OPEN,,,,,,5832223
2,8977951,9437184,40951985,43046721,0,11111010101111110100,22,OPEN,,,,,,8977951
0,327199,1048576,13432418,43046721,0,11111010101111110111,,TERNARY_SPLIT,,,,,,327199
1,327199,3145728,13432418,129140163,0,11111010101111110111,0,TERNARY_SPLIT,,,,,,327199
2,327199,9437184,13432418,387420489,0,11111010101111110111,00,REVERSE_MERGE,18,23,"[1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1]",290843,8388608,327199
2,3472927,9437184,142572581,387420489,0,11111010101111110111,01,OPEN,,,,,,3472927
2,6618655,9437184,271712744,387420489,0,11111010101111110111,02,OPEN,,,,,,6618655
